seed,epoch,total-variance,feature0-linear,feature1-linear
0,1000,0.05997588,-0.06616696,-0.06379267
0,1000,36.53480530,-0.46974738,-0.37934177
0,1000,46.84086227,-0.46988477,-0.38630095
