seed,epoch,test-loss,total-variance,total-acc,test-acc_feature0-linear,test-acc_feature1-xor_xor_xor,test-loss_feature0-linear,test-loss_feature1-xor_xor_xor,rep-R2_feature0-linear,rep-R2_feature1-xor_xor_xor
0,2400,0.65672415,0.07946680,0.73876953,1.00000000,0.47753906,0.61992300,0.69352531,0.00000000,0.00000000
0,2500,0.64357555,0.12034198,0.74169922,1.00000000,0.48339844,0.59358317,0.69356793,0.00000000,0.00000000
0,2600,0.62436163,0.19101481,0.74072266,1.00000000,0.48144531,0.55513507,0.69358814,0.00000000,0.00000000
0,2700,0.59707403,0.31724936,0.74121094,1.00000000,0.48242188,0.50045854,0.69368947,0.00000000,0.00000000
0,2800,0.55994201,0.54582953,0.74169922,1.00000000,0.48339844,0.42597884,0.69390523,0.00000000,0.00000000
0,2900,0.51463759,0.94224727,0.74267578,1.00000000,0.48535156,0.33506131,0.69421387,0.00000000,0.00000000
0,3000,0.46830550,1.55877376,0.74267578,1.00000000,0.48535156,0.24202633,0.69458461,0.00000000,0.00000000
0,3100,0.42970514,2.37843752,0.74267578,1.00000000,0.48535156,0.16443515,0.69497514,0.00000000,0.00000000
0,3200,0.40263301,3.30567789,0.74267578,1.00000000,0.48535156,0.11006555,0.69520044,0.00000000,0.00000000
0,3300,0.38519692,4.24624109,0.74267578,1.00000000,0.48535156,0.07519619,0.69519770,0.00000000,0.00000000
0,3400,0.37413228,5.14776897,0.74267578,1.00000000,0.48535156,0.05322566,0.69503891,0.00000000,0.00000000
0,3500,0.36699453,5.98626089,0.74267578,1.00000000,0.48535156,0.03915587,0.69483316,0.00000000,0.00000000
0,3600,0.36225867,6.75705290,0.74267578,1.00000000,0.48535156,0.02986340,0.69465399,0.00000000,0.00000000
0,3700,0.35901502,7.46142673,0.74267578,1.00000000,0.48535156,0.02350627,0.69452375,0.00000000,0.00000000
0,3800,0.35672200,8.10501862,0.74267578,1.00000000,0.48535156,0.01900342,0.69444066,0.00000000,0.00000000
0,3900,0.35505009,8.69569588,0.74267578,1.00000000,0.48535156,0.01571173,0.69438845,0.00000000,0.00000000
0,4000,0.35379687,9.24160194,0.74267578,1.00000000,0.48535156,0.01323784,0.69435585,0.00000000,0.00000000
0,4100,0.35283703,9.74587822,0.74267578,1.00000000,0.48535156,0.01133275,0.69434124,0.00000000,0.00000000
0,4200,0.35208261,10.21553612,0.74267578,1.00000000,0.48535156,0.00983418,0.69433117,0.00000000,0.00000000
0,4300,0.35148084,10.65324783,0.74267578,1.00000000,0.48535156,0.00863384,0.69432783,0.00000000,0.00000000
0,4400,0.35099068,11.06115246,0.74267578,1.00000000,0.48535156,0.00765697,0.69432443,0.00000000,0.00000000
0,4500,0.35058704,11.44581223,0.74267578,1.00000000,0.48535156,0.00684972,0.69432437,0.00000000,0.00000000
0,4600,0.35025045,11.80895710,0.74267578,1.00000000,0.48535156,0.00617433,0.69432652,0.00000000,0.00000000
0,4700,0.34996551,12.14799881,0.74365234,1.00000000,0.48730469,0.00560411,0.69432694,0.00000000,0.00000000
0,4800,0.34972268,12.47020340,0.74316406,1.00000000,0.48632812,0.00511702,0.69432831,0.00000000,0.00000000
0,4900,0.34951493,12.77759743,0.74121094,1.00000000,0.48242188,0.00469693,0.69433290,0.00000000,0.00000000
0,5000,0.34933642,13.07481766,0.74218750,1.00000000,0.48437500,0.00433089,0.69434196,0.00000000,0.00000000
0,5100,0.34917951,13.35972977,0.74218750,1.00000000,0.48437500,0.00401033,0.69434869,0.00000000,0.00000000
0,5200,0.34904146,13.63080406,0.74218750,1.00000000,0.48437500,0.00372833,0.69435459,0.00000000,0.00000000
0,5300,0.34891975,13.89282799,0.74072266,1.00000000,0.48144531,0.00347818,0.69436133,0.00000000,0.00000000
0,5400,0.34881186,14.14441490,0.74169922,1.00000000,0.48339844,0.00325548,0.69436824,0.00000000,0.00000000
0,5500,0.34871453,14.38115311,0.74169922,1.00000000,0.48339844,0.00305673,0.69437230,0.00000000,0.00000000
0,5600,0.34862679,14.60668182,0.73974609,1.00000000,0.47949219,0.00287822,0.69437540,0.00000000,0.00000000
0,5700,0.34854823,14.82325840,0.73876953,1.00000000,0.47753906,0.00271712,0.69437939,0.00000000,0.00000000
0,5800,0.34847623,15.03648090,0.73876953,1.00000000,0.47753906,0.00257038,0.69438207,0.00000000,0.00000000
0,5900,0.34841007,15.24184322,0.73779297,1.00000000,0.47558594,0.00243693,0.69438314,0.00000000,0.00000000
0,6000,0.34834969,15.43974495,0.73779297,1.00000000,0.47558594,0.00231512,0.69438434,0.00000000,0.00000000
0,6100,0.34829551,15.63198090,0.73779297,1.00000000,0.47558594,0.00220342,0.69438761,0.00000000,0.00000000
0,6200,0.34824437,15.81863976,0.73779297,1.00000000,0.47558594,0.00210080,0.69438797,0.00000000,0.00000000
0,6300,0.34819880,16.00273323,0.73925781,1.00000000,0.47851562,0.00200582,0.69439173,0.00000000,0.00000000
0,6400,0.34815580,16.18056297,0.73925781,1.00000000,0.47851562,0.00191818,0.69439352,0.00000000,0.00000000
0,6500,0.34811646,16.35476303,0.73876953,1.00000000,0.47753906,0.00183682,0.69439602,0.00000000,0.00000000
0,6600,0.34808040,16.52428436,0.73828125,1.00000000,0.47656250,0.00176123,0.69439954,0.00000000,0.00000000
0,6700,0.34804648,16.69036865,0.73730469,1.00000000,0.47460938,0.00169080,0.69440216,0.00000000,0.00000000
0,6800,0.34801567,16.85217857,0.73632812,1.00000000,0.47265625,0.00162514,0.69440615,0.00000000,0.00000000
0,6900,0.34798571,17.00773239,0.73681641,1.00000000,0.47363281,0.00156409,0.69440734,0.00000000,0.00000000
0,7000,0.34795910,17.15920258,0.73681641,1.00000000,0.47363281,0.00150698,0.69441122,0.00000000,0.00000000
0,7100,0.34793264,17.30882835,0.73828125,1.00000000,0.47656250,0.00145323,0.69441211,0.00000000,0.00000000
0,7200,0.34790868,17.45414352,0.73876953,1.00000000,0.47753906,0.00140280,0.69441450,0.00000000,0.00000000
0,7300,0.34788543,17.59699821,0.73730469,1.00000000,0.47460938,0.00135533,0.69441557,0.00000000,0.00000000
0,7400,0.34786358,17.73576736,0.73681641,1.00000000,0.47363281,0.00131070,0.69441646,0.00000000,0.00000000
0,7500,0.34784329,17.87031364,0.73681641,1.00000000,0.47363281,0.00126871,0.69441783,0.00000000,0.00000000
0,7600,0.34782410,18.00148010,0.73876953,1.00000000,0.47753906,0.00122908,0.69441915,0.00000000,0.00000000
0,7700,0.34780568,18.12866402,0.73925781,1.00000000,0.47851562,0.00119173,0.69441962,0.00000000,0.00000000
0,7800,0.34778768,18.25362396,0.73974609,1.00000000,0.47949219,0.00115634,0.69441903,0.00000000,0.00000000
0,7900,0.34777129,18.37428665,0.74169922,1.00000000,0.48339844,0.00112297,0.69441962,0.00000000,0.00000000
0,8000,0.34775513,18.49427032,0.74169922,1.00000000,0.48339844,0.00109117,0.69441909,0.00000000,0.00000000
0,8100,0.34773970,18.61247253,0.74169922,1.00000000,0.48339844,0.00106087,0.69441849,0.00000000,0.00000000
0,8200,0.34772465,18.72876358,0.74218750,1.00000000,0.48437500,0.00103200,0.69441724,0.00000000,0.00000000
0,8300,0.34771010,18.84400558,0.74218750,1.00000000,0.48437500,0.00100440,0.69441581,0.00000000,0.00000000
0,8400,0.34769571,18.95639610,0.74316406,1.00000000,0.48632812,0.00097817,0.69441324,0.00000000,0.00000000
0,8500,0.34768248,19.06967545,0.74365234,1.00000000,0.48730469,0.00095293,0.69441205,0.00000000,0.00000000
0,8600,0.34767097,19.18245697,0.74462891,1.00000000,0.48925781,0.00092867,0.69441319,0.00000000,0.00000000
0,8700,0.34765831,19.29219437,0.74462891,1.00000000,0.48925781,0.00090553,0.69441116,0.00000000,0.00000000
0,8800,0.34764704,19.39897919,0.74560547,1.00000000,0.49121094,0.00088348,0.69441056,0.00000000,0.00000000
0,8900,0.34763694,19.50589752,0.74609375,1.00000000,0.49218750,0.00086222,0.69441164,0.00000000,0.00000000
0,9000,0.34762615,19.61223030,0.74560547,1.00000000,0.49121094,0.00084177,0.69441044,0.00000000,0.00000000
0,9100,0.34761614,19.71694946,0.74609375,1.00000000,0.49218750,0.00082216,0.69441009,0.00000000,0.00000000
0,9200,0.34760603,19.81822014,0.74609375,1.00000000,0.49218750,0.00080347,0.69440860,0.00000000,0.00000000
0,9300,0.34759730,19.91816711,0.74609375,1.00000000,0.49218750,0.00078549,0.69440913,0.00000000,0.00000000
0,9400,0.34758878,20.01762009,0.74609375,1.00000000,0.49218750,0.00076817,0.69440937,0.00000000,0.00000000
0,9500,0.34758043,20.11352539,0.74511719,1.00000000,0.49023438,0.00075169,0.69440919,0.00000000,0.00000000
0,9600,0.34757239,20.20872116,0.74511719,1.00000000,0.49023438,0.00073583,0.69440889,0.00000000,0.00000000
0,9700,0.34756586,20.30326462,0.74462891,1.00000000,0.48925781,0.00072049,0.69441128,0.00000000,0.00000000
0,9800,0.34755868,20.39505005,0.74560547,1.00000000,0.49121094,0.00070582,0.69441146,0.00000000,0.00000000
0,9900,0.34755141,20.48357582,0.74462891,1.00000000,0.48925781,0.00069176,0.69441104,0.00000000,0.00000000
0,10000,0.34754550,20.56909752,0.74414062,1.00000000,0.48828125,0.00067836,0.69441265,0.00000000,0.00000000
0,10100,0.34753954,20.65128517,0.74316406,1.00000000,0.48632812,0.00066561,0.69441354,0.00000000,0.00000000
0,10200,0.34753397,20.73431969,0.74218750,1.00000000,0.48437500,0.00065317,0.69441468,0.00000000,0.00000000
0,10300,0.34752887,20.81602859,0.74169922,1.00000000,0.48339844,0.00064116,0.69441658,0.00000000,0.00000000
0,10400,0.34752250,20.89628601,0.74169922,1.00000000,0.48339844,0.00062958,0.69441545,0.00000000,0.00000000
0,10500,0.34751755,20.97739220,0.74169922,1.00000000,0.48339844,0.00061824,0.69441676,0.00000000,0.00000000
0,10600,0.34751254,21.05595779,0.74169922,1.00000000,0.48339844,0.00060740,0.69441772,0.00000000,0.00000000
0,10700,0.34750801,21.13394737,0.74121094,1.00000000,0.48242188,0.00059689,0.69441915,0.00000000,0.00000000
0,10800,0.34750319,21.20999146,0.74169922,1.00000000,0.48339844,0.00058676,0.69441962,0.00000000,0.00000000
0,10900,0.34749860,21.28579712,0.74169922,1.00000000,0.48339844,0.00057691,0.69442022,0.00000000,0.00000000
0,11000,0.34749416,21.36048317,0.74169922,1.00000000,0.48339844,0.00056741,0.69442093,0.00000000,0.00000000
0,11100,0.34748936,21.43784523,0.74218750,1.00000000,0.48437500,0.00055794,0.69442070,0.00000000,0.00000000
0,11200,0.34748489,21.51393127,0.74365234,1.00000000,0.48730469,0.00054880,0.69442099,0.00000000,0.00000000
0,11300,0.34748161,21.58962631,0.74365234,1.00000000,0.48730469,0.00053986,0.69442332,0.00000000,0.00000000
0,11400,0.34747747,21.66368484,0.74365234,1.00000000,0.48730469,0.00053124,0.69442368,0.00000000,0.00000000
0,11500,0.34747350,21.73653030,0.74414062,1.00000000,0.48828125,0.00052290,0.69442415,0.00000000,0.00000000
0,11600,0.34746939,21.80858231,0.74414062,1.00000000,0.48828125,0.00051480,0.69442397,0.00000000,0.00000000
0,11700,0.34746680,21.87895966,0.74414062,1.00000000,0.48828125,0.00050694,0.69442666,0.00000000,0.00000000
0,11800,0.34746221,21.94875336,0.74462891,1.00000000,0.48925781,0.00049933,0.69442511,0.00000000,0.00000000
0,11900,0.34745988,22.01919937,0.74511719,1.00000000,0.49023438,0.00049186,0.69442797,0.00000000,0.00000000
0,12000,0.34745663,22.09052658,0.74511719,1.00000000,0.49023438,0.00048449,0.69442880,0.00000000,0.00000000
0,12100,0.34745368,22.15994453,0.74511719,1.00000000,0.49023438,0.00047737,0.69442999,0.00000000,0.00000000
0,12200,0.34745100,22.23132706,0.74462891,1.00000000,0.48925781,0.00047027,0.69443178,0.00000000,0.00000000
0,12300,0.34744895,22.29948807,0.74462891,1.00000000,0.48925781,0.00046350,0.69443429,0.00000000,0.00000000
0,12400,0.34744549,22.36693573,0.74414062,1.00000000,0.48828125,0.00045692,0.69443405,0.00000000,0.00000000
0,12500,0.34744164,22.43306351,0.74414062,1.00000000,0.48828125,0.00045055,0.69443280,0.00000000,0.00000000
0,12600,0.34743878,22.49847031,0.74414062,1.00000000,0.48828125,0.00044441,0.69443321,0.00000000,0.00000000
0,12700,0.34743637,22.56427002,0.74462891,1.00000000,0.48925781,0.00043834,0.69443440,0.00000000,0.00000000
0,12800,0.34743375,22.63140488,0.74462891,1.00000000,0.48925781,0.00043229,0.69443524,0.00000000,0.00000000
0,12900,0.34743077,22.69800949,0.74511719,1.00000000,0.49023438,0.00042639,0.69443518,0.00000000,0.00000000
0,13000,0.34742770,22.76421356,0.74462891,1.00000000,0.48925781,0.00042063,0.69443476,0.00000000,0.00000000
0,13100,0.34742576,22.83020782,0.74462891,1.00000000,0.48925781,0.00041498,0.69443661,0.00000000,0.00000000
0,13200,0.34742361,22.89733887,0.74462891,1.00000000,0.48925781,0.00040938,0.69443780,0.00000000,0.00000000
0,13300,0.34742129,22.96272469,0.74462891,1.00000000,0.48925781,0.00040399,0.69443858,0.00000000,0.00000000
0,13400,0.34741807,23.02691269,0.74511719,1.00000000,0.49023438,0.00039877,0.69443738,0.00000000,0.00000000
0,13500,0.34741467,23.09018326,0.74511719,1.00000000,0.49023438,0.00039369,0.69443566,0.00000000,0.00000000
0,13600,0.34741095,23.15222359,0.74462891,1.00000000,0.48925781,0.00038880,0.69443309,0.00000000,0.00000000
0,13700,0.34740835,23.21380043,0.74511719,1.00000000,0.49023438,0.00038399,0.69443280,0.00000000,0.00000000
0,13800,0.34740645,23.27688980,0.74560547,1.00000000,0.49121094,0.00037917,0.69443369,0.00000000,0.00000000
0,13900,0.34740394,23.33974075,0.74560547,1.00000000,0.49121094,0.00037447,0.69443345,0.00000000,0.00000000
0,14000,0.34740150,23.40194321,0.74560547,1.00000000,0.49121094,0.00036986,0.69443309,0.00000000,0.00000000
0,14100,0.34739900,23.46360016,0.74560547,1.00000000,0.49121094,0.00036539,0.69443262,0.00000000,0.00000000
0,14200,0.34739745,23.52485275,0.74560547,1.00000000,0.49121094,0.00036103,0.69443375,0.00000000,0.00000000
0,14300,0.34739476,23.58691788,0.74560547,1.00000000,0.49121094,0.00035674,0.69443268,0.00000000,0.00000000
0,14400,0.34739119,23.64432335,0.74511719,1.00000000,0.49023438,0.00035273,0.69442970,0.00000000,0.00000000
0,14500,0.34738824,23.69958305,0.74365234,1.00000000,0.48730469,0.00034889,0.69442761,0.00000000,0.00000000
0,14600,0.34738493,23.75153351,0.74414062,1.00000000,0.48828125,0.00034524,0.69442457,0.00000000,0.00000000
0,14700,0.34738210,23.80487823,0.74414062,1.00000000,0.48828125,0.00034160,0.69442260,0.00000000,0.00000000
0,14800,0.34738073,23.86000443,0.74414062,1.00000000,0.48828125,0.00033793,0.69442350,0.00000000,0.00000000
0,14900,0.34737772,23.91479492,0.74414062,1.00000000,0.48828125,0.00033432,0.69442105,0.00000000,0.00000000
0,15000,0.34737480,23.96873093,0.74414062,1.00000000,0.48828125,0.00033081,0.69441885,0.00000000,0.00000000
0,15100,0.34737289,24.02495956,0.74414062,1.00000000,0.48828125,0.00032728,0.69441849,0.00000000,0.00000000
0,15200,0.34737080,24.07885170,0.74365234,1.00000000,0.48730469,0.00032390,0.69441772,0.00000000,0.00000000
0,15300,0.34736854,24.13109589,0.74316406,1.00000000,0.48632812,0.00032067,0.69441646,0.00000000,0.00000000
0,15400,0.34736696,24.18273735,0.74316406,1.00000000,0.48632812,0.00031755,0.69441640,0.00000000,0.00000000
0,15500,0.34736371,24.23202705,0.74218750,1.00000000,0.48437500,0.00031456,0.69441289,0.00000000,0.00000000
0,15600,0.34736237,24.28077316,0.74121094,1.00000000,0.48242188,0.00031163,0.69441307,0.00000000,0.00000000
0,15700,0.34735960,24.33250046,0.74121094,1.00000000,0.48242188,0.00030865,0.69441056,0.00000000,0.00000000
0,15800,0.34735760,24.38458252,0.74121094,1.00000000,0.48242188,0.00030571,0.69440949,0.00000000,0.00000000
0,15900,0.34735641,24.43887329,0.74218750,1.00000000,0.48437500,0.00030269,0.69441015,0.00000000,0.00000000
0,16000,0.34735408,24.48953247,0.74267578,1.00000000,0.48535156,0.00029987,0.69440830,0.00000000,0.00000000
0,16100,0.34735247,24.54028130,0.74267578,1.00000000,0.48535156,0.00029707,0.69440788,0.00000000,0.00000000
0,16200,0.34735149,24.59135437,0.74267578,1.00000000,0.48535156,0.00029431,0.69440866,0.00000000,0.00000000
0,16300,0.34734946,24.64099693,0.74267578,1.00000000,0.48535156,0.00029168,0.69440728,0.00000000,0.00000000
0,16400,0.34734821,24.69105148,0.74218750,1.00000000,0.48437500,0.00028905,0.69440752,0.00000000,0.00000000
0,16500,0.34734723,24.74157143,0.74169922,1.00000000,0.48339844,0.00028646,0.69440800,0.00000000,0.00000000
0,16600,0.34734491,24.79077148,0.74218750,1.00000000,0.48437500,0.00028396,0.69440591,0.00000000,0.00000000
0,16700,0.34734297,24.83847237,0.74218750,1.00000000,0.48437500,0.00028154,0.69440442,0.00000000,0.00000000
0,16800,0.34734070,24.88613129,0.74218750,1.00000000,0.48437500,0.00027915,0.69440228,0.00000000,0.00000000
0,16900,0.34733933,24.93383408,0.74218750,1.00000000,0.48437500,0.00027677,0.69440180,0.00000000,0.00000000
0,17000,0.34733748,24.98251915,0.74218750,1.00000000,0.48437500,0.00027438,0.69440061,0.00000000,0.00000000
0,17100,0.34733683,25.03183365,0.74267578,1.00000000,0.48535156,0.00027199,0.69440174,0.00000000,0.00000000
0,17200,0.34733593,25.08024597,0.74267578,1.00000000,0.48535156,0.00026966,0.69440222,0.00000000,0.00000000
0,17300,0.34733397,25.12772751,0.74316406,1.00000000,0.48632812,0.00026740,0.69440055,0.00000000,0.00000000
0,17400,0.34733313,25.17444038,0.74316406,1.00000000,0.48632812,0.00026520,0.69440103,0.00000000,0.00000000
0,17500,0.34733185,25.22365952,0.74316406,1.00000000,0.48632812,0.00026294,0.69440079,0.00000000,0.00000000
0,17600,0.34733152,25.27570343,0.74414062,1.00000000,0.48828125,0.00026063,0.69440246,0.00000000,0.00000000
0,17700,0.34733105,25.32723236,0.74414062,1.00000000,0.48828125,0.00025835,0.69440377,0.00000000,0.00000000
0,17800,0.34732860,25.37623024,0.74365234,1.00000000,0.48730469,0.00025621,0.69440103,0.00000000,0.00000000
0,17900,0.34732711,25.42431641,0.74365234,1.00000000,0.48730469,0.00025413,0.69440013,0.00000000,0.00000000
0,18000,0.34732643,25.47373962,0.74365234,1.00000000,0.48730469,0.00025205,0.69440079,0.00000000,0.00000000
0,18100,0.34732467,25.52293587,0.74414062,1.00000000,0.48828125,0.00025001,0.69439936,0.00000000,0.00000000
0,18200,0.34732431,25.57104874,0.74414062,1.00000000,0.48828125,0.00024803,0.69440067,0.00000000,0.00000000
0,18300,0.34732229,25.61739731,0.74414062,1.00000000,0.48828125,0.00024612,0.69439852,0.00000000,0.00000000
0,18400,0.34732109,25.66390419,0.74414062,1.00000000,0.48828125,0.00024422,0.69439799,0.00000000,0.00000000
0,18500,0.34732181,25.71132278,0.74316406,1.00000000,0.48632812,0.00024230,0.69440132,0.00000000,0.00000000
0,18600,0.34732026,25.75895309,0.74267578,1.00000000,0.48535156,0.00024044,0.69440007,0.00000000,0.00000000
0,18700,0.34732056,25.80836487,0.74267578,1.00000000,0.48535156,0.00023854,0.69440252,0.00000000,0.00000000
0,18800,0.34732023,25.85913849,0.74218750,1.00000000,0.48437500,0.00023662,0.69440383,0.00000000,0.00000000
0,18900,0.34731963,25.90481186,0.74316406,1.00000000,0.48632812,0.00023485,0.69440448,0.00000000,0.00000000
0,19000,0.34732014,25.94806671,0.74316406,1.00000000,0.48632812,0.00023320,0.69440711,0.00000000,0.00000000
0,19100,0.34731883,25.99014664,0.74365234,1.00000000,0.48730469,0.00023165,0.69440603,0.00000000,0.00000000
0,19200,0.34731913,26.03562737,0.74365234,1.00000000,0.48730469,0.00022999,0.69440830,0.00000000,0.00000000
0,19300,0.34731746,26.07642365,0.74365234,1.00000000,0.48730469,0.00022854,0.69440639,0.00000000,0.00000000
0,19400,0.34731671,26.11807823,0.74365234,1.00000000,0.48730469,0.00022706,0.69440645,0.00000000,0.00000000
0,19500,0.34731627,26.16046524,0.74316406,1.00000000,0.48632812,0.00022556,0.69440699,0.00000000,0.00000000
0,19600,0.34731695,26.20425224,0.74316406,1.00000000,0.48632812,0.00022405,0.69440979,0.00000000,0.00000000
0,19700,0.34731576,26.24588394,0.74316406,1.00000000,0.48632812,0.00022262,0.69440889,0.00000000,0.00000000
0,19800,0.34731507,26.28594589,0.74267578,1.00000000,0.48535156,0.00022129,0.69440883,0.00000000,0.00000000
0,19900,0.34731397,26.32731628,0.74316406,1.00000000,0.48632812,0.00021992,0.69440794,0.00000000,0.00000000
0,20000,0.34731352,26.36943626,0.74365234,1.00000000,0.48730469,0.00021854,0.69440854,0.00000000,0.00000000
0,20100,0.34731215,26.41142464,0.74414062,1.00000000,0.48828125,0.00021722,0.69440705,0.00000000,0.00000000
0,20200,0.34731138,26.45392990,0.74462891,1.00000000,0.48925781,0.00021586,0.69440687,0.00000000,0.00000000
0,20300,0.34731084,26.49564743,0.74462891,1.00000000,0.48925781,0.00021455,0.69440711,0.00000000,0.00000000
0,20400,0.34731025,26.53793526,0.74462891,1.00000000,0.48925781,0.00021325,0.69440728,0.00000000,0.00000000
0,20500,0.34730995,26.57990265,0.74414062,1.00000000,0.48828125,0.00021199,0.69440788,0.00000000,0.00000000
0,20600,0.34731138,26.62211800,0.74462891,1.00000000,0.48925781,0.00021072,0.69441193,0.00000000,0.00000000
0,20700,0.34731245,26.66624069,0.74316406,1.00000000,0.48632812,0.00020939,0.69441557,0.00000000,0.00000000
0,20800,0.34731245,26.71152306,0.74365234,1.00000000,0.48730469,0.00020802,0.69441700,0.00000000,0.00000000
0,20900,0.34731144,26.75809288,0.74414062,1.00000000,0.48828125,0.00020665,0.69441622,0.00000000,0.00000000
0,21000,0.34731239,26.80365372,0.74414062,1.00000000,0.48828125,0.00020532,0.69441944,0.00000000,0.00000000
0,21100,0.34731254,26.85036850,0.74365234,1.00000000,0.48730469,0.00020398,0.69442111,0.00000000,0.00000000
0,21200,0.34731311,26.89548492,0.74365234,1.00000000,0.48730469,0.00020269,0.69442350,0.00000000,0.00000000
0,21300,0.34731051,26.93794632,0.74365234,1.00000000,0.48730469,0.00020149,0.69441950,0.00000000,0.00000000
0,21400,0.34731179,26.98347855,0.74365234,1.00000000,0.48730469,0.00020021,0.69442332,0.00000000,0.00000000
0,21500,0.34731343,27.03130913,0.74365234,1.00000000,0.48730469,0.00019887,0.69442797,0.00000000,0.00000000
0,21600,0.34731376,27.07722092,0.74365234,1.00000000,0.48730469,0.00019760,0.69442999,0.00000000,0.00000000
0,21700,0.34731281,27.11991501,0.74414062,1.00000000,0.48828125,0.00019644,0.69442916,0.00000000,0.00000000
0,21800,0.34731460,27.16485214,0.74316406,1.00000000,0.48632812,0.00019525,0.69443393,0.00000000,0.00000000
0,21900,0.34731564,27.21263885,0.74316406,1.00000000,0.48632812,0.00019401,0.69443727,0.00000000,0.00000000
0,22000,0.34731597,27.26062584,0.74462891,1.00000000,0.48925781,0.00019281,0.69443917,0.00000000,0.00000000
0,22100,0.34731627,27.31004524,0.74462891,1.00000000,0.48925781,0.00019159,0.69444090,0.00000000,0.00000000
0,22200,0.34731764,27.35968208,0.74365234,1.00000000,0.48730469,0.00019040,0.69444489,0.00000000,0.00000000
0,22300,0.34731612,27.40755081,0.74365234,1.00000000,0.48730469,0.00018928,0.69444299,0.00000000,0.00000000
0,22400,0.34731722,27.45999908,0.74462891,1.00000000,0.48925781,0.00018809,0.69444633,0.00000000,0.00000000
0,22500,0.34731653,27.51420784,0.74462891,1.00000000,0.48925781,0.00018692,0.69444615,0.00000000,0.00000000
0,22600,0.34731346,27.56446075,0.74365234,1.00000000,0.48730469,0.00018585,0.69444108,0.00000000,0.00000000
0,22700,0.34731114,27.60940552,0.74365234,1.00000000,0.48730469,0.00018485,0.69443750,0.00000000,0.00000000
0,22800,0.34731126,27.65306473,0.74365234,1.00000000,0.48730469,0.00018383,0.69443870,0.00000000,0.00000000
0,22900,0.34731254,27.69757271,0.74365234,1.00000000,0.48730469,0.00018281,0.69444227,0.00000000,0.00000000
0,23000,0.34731302,27.74027634,0.74365234,1.00000000,0.48730469,0.00018182,0.69444418,0.00000000,0.00000000
0,23100,0.34731278,27.78303528,0.74462891,1.00000000,0.48925781,0.00018087,0.69444466,0.00000000,0.00000000
0,23200,0.34731513,27.82540512,0.74365234,1.00000000,0.48730469,0.00017995,0.69445032,0.00000000,0.00000000
