seed,epoch,test-loss,total-acc,test-acc_feature0-linear,test-acc_feature1-xor_xor_xor,test-loss_feature0-linear,test-loss_feature1-xor_xor_xor
0,3300,0.35075662,0.74755859,1.00000000,0.49511719,0.00219495,0.69931817
0,3400,0.35101068,0.75000000,1.00000000,0.50000000,0.00219712,0.69982433
0,3500,0.35136360,0.74951172,1.00000000,0.49902344,0.00219864,0.70052862
0,3600,0.35174698,0.75000000,1.00000000,0.50000000,0.00220034,0.70129359
0,3700,0.35221460,0.75146484,1.00000000,0.50292969,0.00221182,0.70221740
0,3800,0.35275683,0.74755859,1.00000000,0.49511719,0.00221222,0.70330143
0,3900,0.35340798,0.74755859,1.00000000,0.49511719,0.00221825,0.70459771
0,4000,0.35417551,0.74658203,1.00000000,0.49316406,0.00222302,0.70612800
0,4100,0.35516921,0.74511719,1.00000000,0.49023438,0.00223697,0.70810151
0,4200,0.35618627,0.74804688,1.00000000,0.49609375,0.00225555,0.71011698
0,4300,0.35730034,0.74609375,1.00000000,0.49218750,0.00227024,0.71233034
0,4400,0.35863912,0.74365234,1.00000000,0.48730469,0.00229141,0.71498692
0,4500,0.36010623,0.74560547,1.00000000,0.49121094,0.00230051,0.71791196
0,4600,0.36148804,0.74560547,1.00000000,0.49121094,0.00230436,0.72067171
0,4700,0.36271644,0.74853516,1.00000000,0.49707031,0.00230466,0.72312820
0,4800,0.35910583,0.76074219,1.00000000,0.52148438,0.00235946,0.71585226
0,4900,0.34388426,0.79492188,1.00000000,0.58984375,0.00284952,0.68491900
0,5000,0.31536508,0.83837891,1.00000000,0.67675781,0.00450965,0.62622046
0,5100,0.17804620,0.93945312,1.00000000,0.87890625,0.01150985,0.34458256
0,5200,0.03255847,0.99951172,0.99902344,1.00000000,0.02517695,0.03993999
0,5300,0.02665032,0.99804688,0.99609375,1.00000000,0.03976801,0.01353264
0,5400,0.02411262,0.99707031,0.99414062,1.00000000,0.04070047,0.00752477
0,5500,0.02289291,0.99755859,0.99511719,1.00000000,0.04073842,0.00504740
0,5600,0.02237003,0.99707031,0.99414062,1.00000000,0.04098769,0.00375238
1,0,0.69936550,0.50000000,0.50000000,0.50000000,0.69981658,0.69891441
1,100,0.41809714,0.75000000,1.00000000,0.50000000,0.01946838,0.81672585
1,200,0.45141405,0.75000000,1.00000000,0.50000000,0.00250266,0.90032548
1,300,0.35343510,0.75195312,1.00000000,0.50390625,0.01410445,0.69276571
1,400,0.35367477,0.75195312,1.00000000,0.50390625,0.01456006,0.69278949
1,500,0.35397959,0.75146484,1.00000000,0.50292969,0.01519604,0.69276321
1,600,0.35420245,0.74902344,1.00000000,0.49804688,0.01559974,0.69280517
1,700,0.35438240,0.74902344,1.00000000,0.49804688,0.01592012,0.69284463
1,800,0.35447875,0.75244141,1.00000000,0.50488281,0.01608718,0.69287032
1,900,0.35455006,0.74951172,1.00000000,0.49902344,0.01617815,0.69292194
1,1000,0.35469300,0.75097656,1.00000000,0.50195312,0.01640847,0.69297749
1,1100,0.35473222,0.74804688,1.00000000,0.49609375,0.01639801,0.69306636
1,1200,0.35471913,0.75244141,1.00000000,0.50488281,0.01629036,0.69314790
1,1300,0.35478264,0.74902344,1.00000000,0.49804688,0.01637353,0.69319177
1,1400,0.35485667,0.75097656,1.00000000,0.50195312,0.01648426,0.69322914
1,1500,0.35497600,0.75244141,1.00000000,0.50488281,0.01667686,0.69327509
1,1600,0.35499561,0.74609375,1.00000000,0.49218750,0.01661621,0.69337511
1,1700,0.35502148,0.74560547,1.00000000,0.49121094,0.01657989,0.69346321
1,1800,0.35502663,0.74414062,1.00000000,0.48828125,0.01644369,0.69360954
1,1900,0.35502309,0.74804688,1.00000000,0.49609375,0.01632051,0.69372559
1,2000,0.35504192,0.75000000,1.00000000,0.50000000,0.01626268,0.69382119
1,2100,0.35498154,0.75048828,1.00000000,0.50097656,0.01600217,0.69396085
1,2200,0.35499823,0.75097656,1.00000000,0.50195312,0.01588279,0.69411367
1,2300,0.35504377,0.74804688,1.00000000,0.49609375,0.01590738,0.69418013
1,2400,0.35508746,0.74951172,1.00000000,0.49902344,0.01583139,0.69434357
1,2500,0.35512412,0.75146484,1.00000000,0.50292969,0.01577610,0.69447207
1,2600,0.35525182,0.75146484,1.00000000,0.50292969,0.01590153,0.69460213
1,2700,0.35533696,0.75097656,1.00000000,0.50195312,0.01588330,0.69479066
1,2800,0.35541862,0.75000000,1.00000000,0.50000000,0.01588739,0.69494987
1,2900,0.35545608,0.75000000,1.00000000,0.50000000,0.01584571,0.69506651
1,3000,0.35549080,0.75292969,1.00000000,0.50585938,0.01579458,0.69518709
1,3100,0.35555047,0.75244141,1.00000000,0.50488281,0.01573690,0.69536394
1,3200,0.35558069,0.75292969,1.00000000,0.50585938,0.01567917,0.69548219
1,3300,0.35563165,0.75000000,1.00000000,0.50000000,0.01560606,0.69565725
1,3400,0.35563385,0.75048828,1.00000000,0.50097656,0.01547035,0.69579744
1,3500,0.35577145,0.74853516,1.00000000,0.49707031,0.01552665,0.69601631
1,3600,0.35592553,0.74658203,1.00000000,0.49316406,0.01561519,0.69623590
1,3700,0.35604483,0.74658203,1.00000000,0.49316406,0.01560367,0.69648606
1,3800,0.35615653,0.74755859,1.00000000,0.49511719,0.01557050,0.69674253
1,3900,0.35631180,0.74951172,1.00000000,0.49902344,0.01552766,0.69709599
1,4000,0.35652098,0.74853516,1.00000000,0.49707031,0.01554896,0.69749296
1,4100,0.35678279,0.74755859,1.00000000,0.49511719,0.01559788,0.69796765
1,4200,0.35713148,0.74560547,1.00000000,0.49121094,0.01573342,0.69852954
1,4300,0.35751927,0.74462891,1.00000000,0.48925781,0.01575459,0.69928396
1,4400,0.35799325,0.74511719,1.00000000,0.49023438,0.01571843,0.70026809
1,4500,0.35851854,0.74169922,1.00000000,0.48339844,0.01570272,0.70133424
1,4600,0.35907808,0.74267578,1.00000000,0.48535156,0.01558638,0.70256972
1,4700,0.35979831,0.74414062,1.00000000,0.48828125,0.01551117,0.70408535
1,4800,0.36071670,0.74414062,1.00000000,0.48828125,0.01546703,0.70596635
1,4900,0.36174738,0.74414062,1.00000000,0.48828125,0.01539028,0.70810437
1,5000,0.36292672,0.74316406,1.00000000,0.48632812,0.01515497,0.71069849
1,5100,0.36415756,0.74658203,1.00000000,0.49316406,0.01512703,0.71318805
1,5200,0.36557063,0.75097656,1.00000000,0.50195312,0.01492021,0.71622103
1,5300,0.36705101,0.74902344,1.00000000,0.49804688,0.01456617,0.71953583
1,5400,0.36861885,0.74902344,1.00000000,0.49804688,0.01437884,0.72285879
1,5500,0.37018400,0.74658203,1.00000000,0.49316406,0.01435125,0.72601676
1,5600,0.37172672,0.74707031,1.00000000,0.49414062,0.01411649,0.72933698
1,5700,0.37154227,0.75390625,1.00000000,0.50781250,0.01400068,0.72908378
1,5800,0.36452791,0.77148438,1.00000000,0.54296875,0.01501036,0.71404541
1,5900,0.33957979,0.81689453,1.00000000,0.63378906,0.01814062,0.66101891
1,6000,0.22330391,0.91699219,1.00000000,0.83398438,0.01649257,0.43011528
1,6100,0.03413983,0.99951172,1.00000000,0.99902344,0.00929725,0.05898239
1,6200,0.01270885,1.00000000,1.00000000,1.00000000,0.00722248,0.01819522
1,6300,0.00794188,1.00000000,1.00000000,1.00000000,0.00633324,0.00955051
1,6400,0.00599734,1.00000000,1.00000000,1.00000000,0.00584288,0.00615180
1,6500,0.00502666,1.00000000,1.00000000,1.00000000,0.00562323,0.00443009
2,0,0.69623935,0.48193359,0.48437500,0.47949219,0.69790304,0.69457555
2,100,0.38059014,0.75000000,1.00000000,0.50000000,0.01023762,0.75094259
2,200,0.38950586,0.75000000,1.00000000,0.50000000,0.00216607,0.77684575
2,300,0.34757677,0.75537109,1.00000000,0.51074219,0.00234007,0.69281346
2,400,0.34766716,0.75439453,1.00000000,0.50878906,0.00233298,0.69300139
2,500,0.34770060,0.75488281,1.00000000,0.50976562,0.00233059,0.69307065
2,600,0.34776723,0.75048828,1.00000000,0.50097656,0.00233144,0.69320297
2,700,0.34781915,0.74951172,1.00000000,0.49902344,0.00232640,0.69331193
2,800,0.34786761,0.75048828,1.00000000,0.50097656,0.00232309,0.69341218
2,900,0.34789115,0.74511719,1.00000000,0.49023438,0.00232672,0.69345558
2,1000,0.34791619,0.74267578,1.00000000,0.48535156,0.00232431,0.69350815
2,1100,0.34795547,0.74316406,1.00000000,0.48632812,0.00231389,0.69359708
2,1200,0.34797561,0.73925781,1.00000000,0.47851562,0.00229991,0.69365126
2,1300,0.34799460,0.74316406,1.00000000,0.48632812,0.00228935,0.69369984
2,1400,0.34801346,0.74462891,1.00000000,0.48925781,0.00227882,0.69374800
2,1500,0.34804147,0.74609375,1.00000000,0.49218750,0.00226173,0.69382119
2,1600,0.34806997,0.74609375,1.00000000,0.49218750,0.00224840,0.69389153
2,1700,0.34812519,0.74609375,1.00000000,0.49218750,0.00223618,0.69401419
2,1800,0.34812492,0.74902344,1.00000000,0.49804688,0.00222587,0.69402397
2,1900,0.34816152,0.74755859,1.00000000,0.49511719,0.00221262,0.69411039
2,2000,0.34817913,0.74560547,1.00000000,0.49121094,0.00219608,0.69416219
2,2100,0.34820408,0.74609375,1.00000000,0.49218750,0.00217837,0.69422972
2,2200,0.34819925,0.74804688,1.00000000,0.49609375,0.00215888,0.69423950
2,2300,0.34822902,0.74804688,1.00000000,0.49609375,0.00214293,0.69431514
2,2400,0.34822607,0.75195312,1.00000000,0.50390625,0.00211977,0.69433236
2,2500,0.34824425,0.74951172,1.00000000,0.49902344,0.00209834,0.69439012
2,2600,0.34824023,0.74658203,1.00000000,0.49316406,0.00207760,0.69440293
2,2700,0.34824607,0.74755859,1.00000000,0.49511719,0.00205832,0.69443381
2,2800,0.34826064,0.74853516,1.00000000,0.49707031,0.00203551,0.69448578
2,2900,0.34824997,0.75048828,1.00000000,0.50097656,0.00201194,0.69448793
2,3000,0.34826186,0.75390625,1.00000000,0.50781250,0.00198291,0.69454080
2,3100,0.34826261,0.75585938,1.00000000,0.51171875,0.00195766,0.69456756
2,3200,0.34825882,0.75585938,1.00000000,0.51171875,0.00193260,0.69458503
2,3300,0.34824017,0.75439453,1.00000000,0.50878906,0.00190496,0.69457537
2,3400,0.34825832,0.75488281,1.00000000,0.50976562,0.00188023,0.69463646
2,3500,0.34824878,0.75097656,1.00000000,0.50195312,0.00185347,0.69464409
2,3600,0.34829932,0.75000000,1.00000000,0.50000000,0.00182512,0.69477355
2,3700,0.34837374,0.74902344,1.00000000,0.49804688,0.00179460,0.69495291
2,3800,0.34851885,0.75097656,1.00000000,0.50195312,0.00176743,0.69527030
2,3900,0.34868872,0.75341797,1.00000000,0.50683594,0.00174064,0.69563687
2,4000,0.34885111,0.75439453,1.00000000,0.50878906,0.00170762,0.69599462
2,4100,0.34918591,0.75000000,1.00000000,0.50000000,0.00167719,0.69669467
2,4200,0.34949374,0.75634766,1.00000000,0.51269531,0.00164096,0.69734657
2,4300,0.34992784,0.75488281,1.00000000,0.50976562,0.00160455,0.69825125
2,4400,0.35053933,0.75732422,1.00000000,0.51464844,0.00156456,0.69951403
2,4500,0.35120165,0.75488281,1.00000000,0.50976562,0.00153208,0.70087123
2,4600,0.35208607,0.75439453,1.00000000,0.50878906,0.00149790,0.70267427
2,4700,0.35318434,0.75830078,1.00000000,0.51660156,0.00146003,0.70490861
2,4800,0.35446718,0.75781250,1.00000000,0.51562500,0.00142234,0.70751202
2,4900,0.35596532,0.75634766,1.00000000,0.51269531,0.00138501,0.71054566
2,5000,0.35774946,0.75732422,1.00000000,0.51464844,0.00134680,0.71415216
2,5100,0.35965481,0.75537109,1.00000000,0.51074219,0.00130866,0.71800101
2,5200,0.36154610,0.75097656,1.00000000,0.50195312,0.00127246,0.72181976
2,5300,0.36405128,0.75292969,1.00000000,0.50585938,0.00123614,0.72686648
2,5400,0.36626029,0.75097656,1.00000000,0.50195312,0.00119118,0.73132944
2,5500,0.36902785,0.75000000,1.00000000,0.50000000,0.00114602,0.73690975
2,5600,0.37207097,0.75048828,1.00000000,0.50097656,0.00110639,0.74303550
2,5700,0.37513077,0.74951172,1.00000000,0.49902344,0.00105654,0.74920499
2,5800,0.37826878,0.75585938,1.00000000,0.51171875,0.00101782,0.75551981
2,5900,0.38247883,0.76220703,1.00000000,0.52441406,0.00097734,0.76398045
2,6000,0.38619274,0.75732422,1.00000000,0.51464844,0.00094534,0.77144009
2,6100,0.39088950,0.76220703,1.00000000,0.52441406,0.00092721,0.78085172
2,6200,0.39555085,0.75830078,1.00000000,0.51660156,0.00090663,0.79019505
2,6300,0.40167254,0.75927734,1.00000000,0.51855469,0.00088594,0.80245918
2,6400,0.40678626,0.75781250,1.00000000,0.51562500,0.00088957,0.81268299
2,6500,0.41379428,0.76318359,1.00000000,0.52636719,0.00088124,0.82670730
2,6600,0.42105228,0.75878906,1.00000000,0.51757812,0.00089981,0.84120464
2,6700,0.42919159,0.76123047,1.00000000,0.52246094,0.00094543,0.85743773
2,6800,0.45482016,0.74707031,1.00000000,0.49414062,0.00106843,0.90857184
2,6900,0.44894785,0.75927734,1.00000000,0.51855469,0.00117969,0.89671600
2,7000,0.46205887,0.75000000,1.00000000,0.50000000,0.00138206,0.92273569
2,7100,0.44704956,0.76318359,1.00000000,0.52636719,0.00158108,0.89251798
2,7200,0.41985607,0.79248047,1.00000000,0.58496094,0.00184882,0.83786339
2,7300,0.23579906,0.89453125,1.00000000,0.78906250,0.00239967,0.46919847
2,7400,0.06911857,0.97656250,1.00000000,0.95312500,0.00382252,0.13441463
2,7500,0.03584035,0.98974609,1.00000000,0.97949219,0.00542335,0.06625736
2,7600,0.02501495,0.99267578,1.00000000,0.98535156,0.00585189,0.04417801
2,7700,0.01964540,0.99511719,1.00000000,0.99023438,0.00608849,0.03320231
2,7800,0.01649743,0.99707031,1.00000000,0.99414062,0.00625282,0.02674204
2,7900,0.01450165,0.99707031,1.00000000,0.99414062,0.00638299,0.02262031
2,8000,0.01308745,0.99755859,1.00000000,0.99511719,0.00648145,0.01969345
2,8100,0.01204893,0.99804688,1.00000000,0.99609375,0.00655693,0.01754093
2,8200,0.01125837,0.99804688,1.00000000,0.99609375,0.00663703,0.01587970
2,8300,0.01061175,0.99804688,1.00000000,0.99609375,0.00670571,0.01451780
2,8400,0.01009010,0.99853516,1.00000000,0.99707031,0.00677319,0.01340700
2,8500,0.00964374,0.99853516,1.00000000,0.99707031,0.00682712,0.01246035
2,8600,0.00927244,0.99853516,1.00000000,0.99707031,0.00687272,0.01167217
2,8700,0.00894398,0.99853516,1.00000000,0.99707031,0.00691604,0.01097192
2,8800,0.00867772,0.99853516,1.00000000,0.99707031,0.00695506,0.01040037
2,8900,0.00842500,0.99902344,1.00000000,0.99804688,0.00698057,0.00986942
2,9000,0.00820563,0.99902344,1.00000000,0.99804688,0.00700286,0.00940839
2,9100,0.00800492,0.99902344,1.00000000,0.99804688,0.00701891,0.00899092
2,9200,0.00783753,0.99902344,1.00000000,0.99804688,0.00704205,0.00863301
2,9300,0.00766668,0.99902344,1.00000000,0.99804688,0.00706058,0.00827278
2,9400,0.00752633,0.99902344,1.00000000,0.99804688,0.00707880,0.00797385
2,9500,0.00739664,0.99902344,1.00000000,0.99804688,0.00709883,0.00769445
2,9600,0.00727845,0.99902344,1.00000000,0.99804688,0.00711488,0.00744202
2,9700,0.00716391,0.99902344,1.00000000,0.99804688,0.00713003,0.00719779
2,9800,0.00706737,0.99902344,1.00000000,0.99804688,0.00714709,0.00698765
2,9900,0.00697323,0.99902344,1.00000000,0.99804688,0.00716324,0.00678322
2,10000,0.00688781,0.99902344,1.00000000,0.99804688,0.00717931,0.00659630
2,10100,0.00681234,0.99951172,1.00000000,0.99902344,0.00719323,0.00643146
2,10200,0.00673407,0.99951172,1.00000000,0.99902344,0.00720630,0.00626183
2,10300,0.00666258,0.99951172,1.00000000,0.99902344,0.00721763,0.00610753
2,10400,0.00659797,0.99951172,1.00000000,0.99902344,0.00722962,0.00596632
2,10500,0.00653744,0.99951172,1.00000000,0.99902344,0.00724012,0.00583475
2,10600,0.00647334,0.99951172,1.00000000,0.99902344,0.00724957,0.00569711
2,10700,0.00641843,0.99951172,1.00000000,0.99902344,0.00725688,0.00557998
2,10800,0.00636206,0.99951172,1.00000000,0.99902344,0.00726156,0.00546257
2,10900,0.00631068,0.99951172,1.00000000,0.99902344,0.00726584,0.00535552
2,11000,0.00625925,0.99951172,1.00000000,0.99902344,0.00726962,0.00524889
2,11100,0.00621135,0.99951172,1.00000000,0.99902344,0.00727445,0.00514824
2,11200,0.00616274,0.99951172,1.00000000,0.99902344,0.00727789,0.00504759
2,11300,0.00611896,0.99951172,1.00000000,0.99902344,0.00728014,0.00495778
3,0,0.68777049,0.50488281,0.52148438,0.48828125,0.68108994,0.69445109
3,100,0.36794430,0.73828125,1.00000000,0.47656250,0.00767718,0.72821140
3,200,0.36947879,0.74072266,1.00000000,0.48144531,0.00197938,0.73697817
3,300,0.34879234,0.73144531,1.00000000,0.46289062,0.00219424,0.69539040
3,400,0.34876609,0.72900391,1.00000000,0.45800781,0.00217295,0.69535923
3,500,0.34876418,0.73144531,1.00000000,0.46289062,0.00216521,0.69536316
3,600,0.34874481,0.73339844,1.00000000,0.46679688,0.00215279,0.69533682
3,700,0.34877205,0.73486328,1.00000000,0.46972656,0.00214310,0.69540095
3,800,0.34881234,0.73828125,1.00000000,0.47656250,0.00213873,0.69548595
3,900,0.34883887,0.73681641,1.00000000,0.47363281,0.00213682,0.69554090
3,1000,0.34888172,0.73583984,1.00000000,0.47167969,0.00213625,0.69562727
3,1100,0.34894961,0.73779297,1.00000000,0.47558594,0.00214007,0.69575918
3,1200,0.34898144,0.73876953,1.00000000,0.47753906,0.00213664,0.69582629
3,1300,0.34906805,0.73828125,1.00000000,0.47656250,0.00213712,0.69599891
3,1400,0.34912768,0.74169922,1.00000000,0.48339844,0.00213539,0.69611990
3,1500,0.34920925,0.74121094,1.00000000,0.48242188,0.00213205,0.69628650
3,1600,0.34927541,0.74121094,1.00000000,0.48242188,0.00213043,0.69642049
3,1700,0.34935832,0.74316406,1.00000000,0.48632812,0.00212719,0.69658947
3,1800,0.34942997,0.74023438,1.00000000,0.48046875,0.00212318,0.69673669
3,1900,0.34950551,0.74072266,1.00000000,0.48144531,0.00211757,0.69689345
3,2000,0.34960231,0.74267578,1.00000000,0.48535156,0.00211440,0.69709021
3,2100,0.34967041,0.74365234,1.00000000,0.48730469,0.00211043,0.69723040
3,2200,0.34977311,0.74121094,1.00000000,0.48242188,0.00210331,0.69744295
3,2300,0.34984449,0.74365234,1.00000000,0.48730469,0.00209477,0.69759417
3,2400,0.34994069,0.74560547,1.00000000,0.49121094,0.00208975,0.69779164
3,2500,0.35002926,0.74609375,1.00000000,0.49218750,0.00208383,0.69797468
3,2600,0.35014990,0.74951172,1.00000000,0.49902344,0.00207991,0.69822001
3,2700,0.35023811,0.74804688,1.00000000,0.49609375,0.00207489,0.69840133
3,2800,0.35036474,0.74853516,1.00000000,0.49707031,0.00207180,0.69865769
3,2900,0.35050455,0.75048828,1.00000000,0.50097656,0.00206682,0.69894230
3,3000,0.35061413,0.75048828,1.00000000,0.50097656,0.00206270,0.69916558
3,3100,0.35073602,0.75292969,1.00000000,0.50585938,0.00205552,0.69941652
3,3200,0.35089737,0.75146484,1.00000000,0.50292969,0.00204868,0.69974601
3,3300,0.35105896,0.75390625,1.00000000,0.50781250,0.00204227,0.70007563
3,3400,0.35119706,0.74853516,1.00000000,0.49707031,0.00203368,0.70036042
3,3500,0.35143983,0.74755859,1.00000000,0.49511719,0.00202611,0.70085353
3,3600,0.35165310,0.74707031,1.00000000,0.49414062,0.00201713,0.70128912
3,3700,0.35188502,0.74414062,1.00000000,0.48828125,0.00201007,0.70175993
3,3800,0.35210636,0.74365234,1.00000000,0.48730469,0.00200410,0.70220864
3,3900,0.35241956,0.74267578,1.00000000,0.48535156,0.00199685,0.70284224
3,4000,0.35283267,0.74121094,1.00000000,0.48242188,0.00198631,0.70367903
3,4100,0.35318178,0.74365234,1.00000000,0.48730469,0.00197911,0.70438445
3,4200,0.35377958,0.74560547,1.00000000,0.49121094,0.00197329,0.70558584
3,4300,0.35449973,0.74267578,1.00000000,0.48535156,0.00197210,0.70702738
3,4400,0.35516018,0.74072266,1.00000000,0.48144531,0.00197434,0.70834601
3,4500,0.35607576,0.74511719,1.00000000,0.49023438,0.00197023,0.71018124
3,4600,0.35709226,0.74414062,1.00000000,0.48828125,0.00197332,0.71221125
3,4700,0.35818163,0.74023438,1.00000000,0.48046875,0.00197645,0.71438682
3,4800,0.35949028,0.74218750,1.00000000,0.48437500,0.00198641,0.71699411
3,4900,0.36075047,0.74267578,1.00000000,0.48535156,0.00198734,0.71951360
3,5000,0.36252832,0.74023438,1.00000000,0.48046875,0.00198008,0.72307658
3,5100,0.36385381,0.74511719,1.00000000,0.49023438,0.00197577,0.72573185
3,5200,0.36548954,0.74462891,1.00000000,0.48925781,0.00198740,0.72899169
3,5300,0.36717606,0.74316406,1.00000000,0.48632812,0.00199795,0.73235416
3,5400,0.36723047,0.75341797,1.00000000,0.50683594,0.00201264,0.73244834
3,5500,0.34085110,0.80273438,1.00000000,0.60546875,0.00223245,0.67946970
3,5600,0.31754827,0.84912109,1.00000000,0.69824219,0.00257235,0.63252413
3,5700,0.28791606,0.86474609,1.00000000,0.72949219,0.00300228,0.57282984
3,5800,0.14636029,0.95068359,1.00000000,0.90136719,0.00753317,0.28518742
3,5900,0.04142873,0.99414062,0.99218750,0.99609375,0.03453321,0.04832425
3,6000,0.03261973,0.99316406,0.98632812,1.00000000,0.04868362,0.01655584
3,6100,0.03261717,0.99121094,0.98242188,1.00000000,0.05647106,0.00876328
3,6200,0.03373735,0.98925781,0.97851562,1.00000000,0.06176798,0.00570670
3,6300,0.03494386,0.98876953,0.97753906,1.00000000,0.06573948,0.00414824
4,0,0.69780123,0.49316406,0.49121094,0.49511719,0.70048517,0.69511724
4,100,0.35741162,0.74902344,1.00000000,0.49804688,0.01375782,0.70106542
4,200,0.35514164,0.74804688,1.00000000,0.49609375,0.00233714,0.70794612
4,300,0.34917030,0.73486328,1.00000000,0.46972656,0.00301875,0.69532180
4,400,0.34921896,0.73242188,1.00000000,0.46484375,0.00310611,0.69533181
4,500,0.34931123,0.73632812,1.00000000,0.47265625,0.00332795,0.69529444
4,600,0.34938335,0.73974609,1.00000000,0.47949219,0.00347293,0.69529378
4,700,0.34940490,0.74121094,1.00000000,0.48242188,0.00350392,0.69530594
4,800,0.34943625,0.74072266,1.00000000,0.48144531,0.00353115,0.69534135
4,900,0.34947193,0.74121094,1.00000000,0.48242188,0.00356005,0.69538385
4,1000,0.34950310,0.74072266,1.00000000,0.48144531,0.00352685,0.69547927
4,1100,0.34951514,0.74414062,1.00000000,0.48828125,0.00350762,0.69552267
4,1200,0.34954664,0.74218750,1.00000000,0.48437500,0.00349196,0.69560134
4,1300,0.34959215,0.74414062,1.00000000,0.48828125,0.00350028,0.69568396
4,1400,0.34961718,0.74169922,1.00000000,0.48339844,0.00348479,0.69574964
4,1500,0.34966880,0.74609375,1.00000000,0.49218750,0.00346714,0.69587058
4,1600,0.34972706,0.74560547,1.00000000,0.49121094,0.00344646,0.69600773
4,1700,0.34977478,0.74755859,1.00000000,0.49511719,0.00343785,0.69611168
4,1800,0.34983844,0.74853516,1.00000000,0.49707031,0.00343645,0.69624048
4,1900,0.34988624,0.74511719,1.00000000,0.49023438,0.00343668,0.69633579
4,2000,0.34997028,0.74560547,1.00000000,0.49121094,0.00342976,0.69651079
4,2100,0.35003716,0.74609375,1.00000000,0.49218750,0.00342596,0.69664848
4,2200,0.35010612,0.74658203,1.00000000,0.49316406,0.00342035,0.69679189
4,2300,0.35018709,0.74414062,1.00000000,0.48828125,0.00340873,0.69696546
4,2400,0.35025007,0.74121094,1.00000000,0.48242188,0.00339481,0.69710529
4,2500,0.35031924,0.74169922,1.00000000,0.48339844,0.00339221,0.69724631
4,2600,0.35040033,0.74169922,1.00000000,0.48339844,0.00337878,0.69742185
4,2700,0.35048008,0.74023438,1.00000000,0.48046875,0.00335909,0.69760108
4,2800,0.35055915,0.73974609,1.00000000,0.47949219,0.00335199,0.69776630
4,2900,0.35062298,0.74072266,1.00000000,0.48144531,0.00333022,0.69791579
4,3000,0.35070521,0.74023438,1.00000000,0.48046875,0.00330931,0.69810104
4,3100,0.35078731,0.73974609,1.00000000,0.47949219,0.00329836,0.69827628
4,3200,0.35086069,0.73974609,1.00000000,0.47949219,0.00328609,0.69843525
4,3300,0.35092974,0.74072266,1.00000000,0.48144531,0.00326760,0.69859183
4,3400,0.35103422,0.74218750,1.00000000,0.48437500,0.00326828,0.69880009
4,3500,0.35111678,0.74316406,1.00000000,0.48632812,0.00325881,0.69897479
4,3600,0.35125172,0.74169922,1.00000000,0.48339844,0.00326330,0.69924009
